filename,transcript,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_mean,chroma_std,contrast_mean,contrast_std,tonnetz_mean,tonnetz_std,zcr_mean,rmse_mean,grammar
audio_1038.wav," My favorite place to visit is beaches. This is the place with crystal-prayer waters of sand and gentle ocean raises the combination of natural and beauty relaxation. So, these sounds of waves make it a favorite place for me. It makes the favorite place for me. Meatures of a rhythm of waves, waves and beneath your feet and breathing sounds. It seeks both adventure and relaxation.",-353.76483,95.34279,82.62319,43.91295,-4.621985,24.740088,9.057306,29.94528,-1.377931,19.501554,-7.573408,14.811646,-10.189685,15.073006,-4.326474,13.464762,4.3335147,12.005355,-6.4256206,15.2109165,1.1947224,10.932104,-2.806805,11.049322,-7.809669,8.922506,0.4477273,0.31988338,17.6467056423198,5.186106469907304,0.0110123857735778,0.0919228658835669,0.1559405992079339,0.029416371,3.0
audio_104.wav," a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- a sh- …a her natural set, from the toward her away from the dripping strength …",-391.20746,91.36613,102.18869,76.68983,23.189034,48.07554,10.220511,32.692757,-6.350909,24.069607,2.2122645,20.837084,4.8533163,22.511578,11.842923,22.153486,17.37977,18.319263,11.355174,15.60781,2.5044258,13.975705,-3.2530055,13.973273,-2.4303653,13.865763,0.3647944,0.31633896,23.25860046985839,8.881315222702943,0.0235243214604961,0.1589797745559973,0.0719064041774506,0.04961909,5.0
audio_1040.wav," In India, my fair place is Goa. In every year, I must visit Goa every summer. I am allowed to travel in train and bus. But previous year I travel in flight. That experience is very good for me and very low time to reach Goa. And I enjoy a lot with my friends. In the Goa, some foods are cost and some foods are good. But I like the very much Goa and fish tali. That food is very awesome. And some hotels that food is very cheap and some hotels is very high cost. I think it's time to visit for Goa is summer.",-350.6261,159.34323,68.67735,57.70339,-2.4268892,42.329826,28.748749,33.40696,4.336291,20.18963,-0.34104502,21.4731,12.69249,22.97168,-25.138166,24.621284,-8.277676,13.288203,0.4159504,12.656646,-16.88857,14.62628,-4.792444,12.305308,-3.3335252,10.037995,0.39568058,0.30833977,19.68606819703607,6.214461259375579,0.0251405906921533,0.1479752969110417,0.1664136860190362,0.04093817,3.0
audio_1043.wav," My favorite place to visit is Tirupati. So it has most wild traveling to this place. There are many places to see that it mostly consists about the beautiful nature and in this place many countries and many religions are combined there. The most food I like in these places that food which is given in the temple. In the rainy season, if this place was most beautiful because in the rainy season most of the plants will grow and the nature looks like very beautiful.",-323.1991,121.378,71.1448,44.53565,-2.9832618,33.883694,11.464638,25.93299,-21.259218,29.07203,-15.672798,21.19838,-14.410326,17.553923,6.5364423,15.479641,-11.075114,14.4629345,-7.3250637,11.072863,-12.339868,11.373812,-4.325776,11.806049,-6.444801,9.687857,0.24996068,0.31404343,21.198146875469053,6.079560814677317,-0.0215226205868475,0.158881908999471,0.1214959710296858,0.0559834,3.0
audio_105.wav, I'm in a public market in the Philippines and a lot of people are selling fruits like mangoes and coconuts and the landan and other fruits and also a lot of people are selling vegetables that will be used for Filipino dishes like synagogue and Pinakpet and others. There's a lot of people in the market because tomorrow is a special day in the Philippines. Tomorrow is Christmas so a lot of people are preparing to cook for the special meals for the Christmas nachibuna. At night the market transforms to eating hot spot.,-336.98004,109.89326,47.303623,72.07789,13.22667,33.549484,11.812233,24.836184,0.3462928,17.604218,3.493527,15.909557,-2.909808,15.243111,-4.1370807,15.160913,-2.5413306,12.665177,-13.179548,14.554088,-4.663085,10.992067,5.639046,11.66826,-1.8609474,9.5956,0.36701798,0.32499045,18.778481654028138,5.9000822400321296,-0.0077813446222997,0.1447534257694525,0.1791243385583067,0.041401714,4.5
audio_1057.wav," May travel journey experience destination is in Tagaytay. Some of it is very cool and very special place to me. I like the food, local food bulalo. And the dish is so very good. The taste is good. The place is very good. The particular time and they ice-pand the sani-dice because it's a... sani-dice to enjoy walking around and see the view.",-433.7086,154.63452,27.37399,46.112083,-0.07091447,31.95436,24.250225,38.20125,-12.62412,24.685165,3.7920034,12.970101,-10.256142,18.99855,-11.394642,17.09748,-8.259443,13.503858,-6.4474154,12.164998,-6.913482,10.523668,-5.848956,11.243598,-0.19723517,7.5238657,0.2393913,0.33403203,18.41251678966223,6.122786832403166,0.0003702120404383,0.1478514428616647,0.0877785647131256,0.025646117,2.0
audio_1059.wav," � patients old Halt at sreba, washe duanshe, tisu, nukat, tisu, tjap, halt at sreba, washe duanshe, tjap, halt at sreba, washe duanshe, tjap, halt at sreba, washe duanshe, tjap, halt at sreba, washe duanshe, tjap, halt at sreba, washe duanshe, tjap, halt at sreba, washe duanshe, tjap, halt at sreba, washe duanshe, tjap, halt at sreba, washe duanshe, tjap, halt at sreba, washe duanshe, tjap, halt at sreba, washe duanshe, tjap, halt at sreba, washe duanshe, tjap, halt at sreba, sreba, washe duanshe, tjap, halt at sreba. Kvalllaht, halt at sreba, washe duanshe, tjap, halt at sreba, washe duanshe, tjap, halt at sreba, sereba, washe duanshe, tjap, halt at sreba, washe duanshe, tjap, halt at sreba, washe duanshe, tjap, halt at sreba, burstowarbershe, obert 有 assets, wo Bart Garsong swar, woblepine cash, woblepine cash, wo mensurrais o winterleben r買, wo moneylaur, butexhales, woe씨, wo iyi descarhoyort, wo woeclapping kut bitterbaオr in fu, beholdswee bei Halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, h halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N",-321.42804,75.37165,106.6481,56.477547,13.7762375,47.321102,31.796892,27.862957,15.650472,21.2546,17.120533,18.17532,8.014617,21.27458,-1.2194122,15.655364,3.2421203,17.166027,10.150619,19.563139,11.75153,17.030766,-0.6635362,11.711413,-4.7531776,13.490951,0.40062994,0.3061376,22.34778483232252,8.435152113827836,0.0219910996214573,0.1238294270579401,0.0698627467178336,0.05616842,5.0
audio_1065.wav," My favorite place to visit is Japan. I have been there twice. What's 2019 and one in, it's in 2023. It is a very long flight. Even in Jairact, you're looking at 12 or 13 hours from DC to Tokyo. If you have a layover, it's going to be even longer. My favorite foods to have there is definitely ramen, of course sushi. The main thing that I must always get when I get there is the tuna onigiri. Tuna mayo onigiri from Family Mart. I can't explain it. It just tastes really good. Don't go to 7-Eleven. It's not as good. Is there a particular time? The best time to go to Japan is not the summer or September during the rainy season. The best time to go in the spring for the cherry blossoms or alternative in the fall when the leaves start changing colors and the temperature is perfect.",-279.1497,98.65757,101.20211,59.855736,-21.20508,53.257645,28.62773,39.099285,-7.2748146,29.587534,-7.4229336,22.171534,-12.477089,18.569921,-8.387876,18.314016,-2.272343,16.025957,-4.9170804,11.9235525,-7.026628,11.822417,-15.180844,12.158928,-3.6728868,10.009733,0.3331434,0.30765152,20.086363612797808,5.680762352796056,0.0056626385858313,0.1429724414788419,0.1552830575246272,0.0520257,4.5
audio_1066.wav," I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. Go on, About How we Won't Chぁue She I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it now. Going to do it. Going to do it. Aaaahhh! ... ... ... ... ... ... ...",-496.0625,61.508015,103.45968,32.514126,33.363586,41.046955,44.485786,18.695677,-7.3570466,17.230799,28.536808,12.158442,-0.7188362,11.178728,10.800718,11.261475,10.533357,10.004323,5.889605,10.492305,12.280679,11.373647,7.8030586,10.630866,16.471401,9.159858,0.50768816,0.29948252,19.17516093260777,6.342584420439448,-0.1279082612633998,0.14130157124308,0.028633668920868,0.010595554,4.5
audio_1069.wav, I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it.,-507.25504,28.299255,38.170803,33.172386,30.077166,22.904728,23.229414,16.439121,18.835207,13.13681,15.428726,11.809545,12.081954,10.572457,9.13605,9.484516,6.8081656,8.557961,5.284489,7.665038,3.99212,6.780405,2.8847468,6.009904,1.7330052,5.4520826,0.3727169,0.29318598,16.814132473296198,4.801636557962057,-0.0015088031513196,0.1127395391820476,0.0360967556058526,0.014272094,2.0
audio_1075.wav," My favorite place to travel is to Ocean City, Maryland. I don't live far from there, so I get in the car, and then I just drive an hour and once I'm over the bridge to Ocean Pines, I am in Ocean City. The things that I like to look at, the local foods that I like in Ocean City, are the thrash or fries, which are... It's pretty much just local, just... It's just in that one place, the thrashers company. Dipping dots, which you can also get on the boardwalk, and pretty much anything on the boardwalk. And there's a one place that serves these burgers. I forget the name of it, but it's also on the boardwalk. And I like to go there, and you can go there in the summer, because there's a lot of people there, and you can also go in the winter, where there is a lot of... There's a festival of lights.",-301.32693,95.84859,91.29783,64.92476,27.995111,32.56875,18.872341,27.9951,8.0030775,25.64283,8.323686,16.946154,-4.4471793,17.939688,-5.2491174,15.696392,-13.4140005,13.709098,8.584498,14.516232,-10.203233,12.487172,-1.3440822,11.42439,-3.3250122,10.595942,0.44831523,0.30456194,18.173416350149008,5.41583821389773,-0.0111009780446801,0.1018202684489413,0.1721586607261714,0.045694713,5.0
audio_1078.wav, Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. What. what. Shhh. What. Oh. Shhh. I'm not going to be able to do it. I'm not going to be able to do it. I'm not going to be able to do it. I'm not going to be able to do it. I'm not going to be able to do it. I'm not going to be able to do it. I'm not going to be able to do it. I'm not going to be able to do it. I'm not going to be able to do it. I'm not going to be able to do it. I'm not going to be able to do it. I'm not going to be able to do it. I'm not going to be able to do it. I'm not going to be able to do it. A Wait. Bringing. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry.,-352.25314,86.93029,72.422874,53.094234,12.641962,44.429764,40.770576,35.10628,-23.468151,19.646639,33.521534,26.454954,1.0127889,21.618366,19.249006,19.998531,15.764971,17.031597,3.0039175,16.086485,-3.3341048,16.240221,-0.9189007,14.982467,8.212137,13.20227,0.35614058,0.31372276,22.330947178837683,9.249136229582708,-0.0019266519630134,0.1792314455784556,0.1223654656433073,0.051035587,5.0
audio_1082.wav," Okay. Okay. So, at least I visited, I'll describe my visit to Tokyo. Tokyo is a very interesting visit. So I went by Shinkansen train from Nanyunama. I took the Shinkansen to Buddha train to Nanyunama and I was very surprised. Just like the speed of our night of the night. We are seeing the cardishes here. This is Shibas. Then the Pankura, Zamanodaflitsa, they are very interesting. Zamanodaflitsa is the Tokyo, Zamanodaflitsa is the beautiful places to visit. I went to several museums. I went to the Pala. I went to the bar. So when you are a dive bar and different tourist places, you are a business learn. You don't know that soon. So I know that beautiful places that are by the city. I went out and took it. So it's so interesting to visit Tokyo.",-347.6512,121.21201,72.28844,86.695465,55.93052,51.62491,16.584381,36.69882,19.977114,25.718962,12.345052,18.56478,-11.304385,18.944544,-13.7527,16.174654,-20.850729,18.950003,-4.121437,14.287381,-0.47570947,13.260164,-5.6811686,8.969784,-2.112921,9.906721,0.3972251,0.32645237,20.05307602561698,6.106874889530488,0.0085600895257764,0.1323819033936978,0.2050856650193024,0.065615594,4.0
audio_1099.wav,க herd families and home world 3 and Countless ıyı کو چர sticker  انணی dementia of AoP ceksی böyg tolerate ''Who really speeches'' ̄ his innocence opinion  chinese  Tony 5 6 kr Wheel Daiva n landed with festivals just like ma mineral,-311.86475,108.64493,97.859604,50.810116,0.7800264,30.381405,14.183762,25.034124,12.938959,21.615517,-11.4538555,20.054817,-25.089954,26.373758,-8.840383,14.186964,-10.953887,12.411813,-8.755311,14.679817,-5.5255575,10.508664,-2.3810549,11.133113,-7.0026975,9.581896,0.3793953,0.31566277,19.43417959925552,5.173809716052289,0.0116077553347207,0.1153080095257274,0.1334364149305555,0.05112091,5.0
audio_110.wav," I think when the market is crowded it is a really good thing and if it is crowded we can say for sure that people are earning money, vendors are selling something, people are buying from the vendors and the chit chats between them and the bargaining between them and the sound of the market itself says what the market is doing and what people are benefiting from the market and so if a market is crowded and it is buzzing it means that people are earning something and vendors are making some money and so markets will be mostly packed and busy from the morning and it",-357.51093,154.89702,86.110825,52.054287,-26.779127,42.647156,39.649086,41.151653,-7.5857773,23.662798,-2.2830834,14.094906,-1.4608955,16.654907,-14.853949,15.562955,-2.5172443,11.183329,-9.409216,13.163893,-5.015155,8.849685,-4.4591246,8.694628,-7.6892886,10.865183,0.41835728,0.30929425,18.380695746628096,5.557897694600294,-0.0129469095300089,0.1371870834334531,0.1422744442225772,0.03673545,3.5
audio_1100.wav," Everyone has a favorite spot where it feels it is unsecured. That one spot that may instantially improve our, where we are anxiety sitting in a place that will use our minds of any world. The beaches in one of my favorite locations, the beach at sunset is the most favorite spot in nature because of the magnificent colors. The beach and soothing atmosphere and the fact that it reminds me of everything I am grateful for in life. The beach in an incredible place to be simply listening to the waves, feeling the cool wind on my face and putting my feet in the sand made feel utterly relaxed, quite and free as if I am a wonderful, spring and beautiful place. This is the most important feeling to enjoy that tour in beaches, very useful to that.",-312.60428,115.15576,99.268105,41.22186,-16.807077,45.07254,38.330326,41.24778,3.4328048,19.678902,-17.257668,18.21351,-1.5243412,19.18669,-8.093035,14.490808,-7.986204,14.837391,-9.226241,15.968104,-7.0724955,10.748861,1.2465441,10.110798,-9.108747,11.327374,0.35422722,0.3108847,20.391105703836224,5.570748326890521,-0.0038824685468886,0.1209060218304811,0.1129240090854632,0.042362574,4.0
audio_1102.wav," My favorite place is Tirupathi. I use it to travel in trying to reach the Tirupathi from my boarding point. And the journey is very awesome and also enjoyed a lot in the journey. On local foot of Tirupathi, I like Kovar here and one thing special about Tirupathi is the Hundi of Tirupathi temple. I think the budget will be high in Tirupathi only. There is a lot of time in Tirupathi. The season means there is no particular time or special time to visit the temple.",-530.28394,99.18474,90.66074,66.223434,13.803309,38.562954,12.113631,31.499165,-14.47179,21.042229,-31.163115,33.126175,-17.955488,21.120243,-7.79725,15.790921,-3.530922,15.526975,-1.4925005,12.739156,-6.0351734,12.377325,-8.626667,12.834795,-4.1048617,10.565108,0.3318483,0.34209624,21.091759656564744,7.891608217409632,-0.0024809430011727,0.1670374183250429,0.0820191395943271,0.015802044,2.5
