mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_mean,chroma_std,contrast_mean,contrast_std,tonnetz_mean,tonnetz_std,zcr_mean,rmse_mean,filename
-279.1497,98.65757,101.20211,59.855736,-21.20508,53.257645,28.62773,39.099285,-7.2748146,29.587534,-7.4229336,22.171534,-12.477089,18.569921,-8.387876,18.314016,-2.272343,16.025957,-4.9170804,11.9235525,-7.026628,11.822417,-15.180844,12.158928,-3.6728868,10.009733,0.3331434,0.30765152,20.086363612797808,5.680762352796056,0.005662638585831384,0.1429724414788419,0.15528305752462726,0.0520257,audio_1065.wav
-496.0625,61.508015,103.45968,32.514126,33.363586,41.046955,44.485786,18.695677,-7.3570466,17.230799,28.536808,12.158442,-0.7188362,11.178728,10.800718,11.261475,10.533357,10.004323,5.889605,10.492305,12.280679,11.373647,7.8030586,10.630866,16.471401,9.159858,0.50768816,0.29948252,19.175160932607774,6.342584420439448,-0.1279082612633998,0.14130157124308004,0.028633668920868098,0.010595554,audio_1066.wav
-507.25504,28.299255,38.170803,33.172386,30.077166,22.904728,23.229414,16.439121,18.835207,13.13681,15.428726,11.809545,12.081954,10.572457,9.13605,9.484516,6.8081656,8.557961,5.284489,7.665038,3.99212,6.780405,2.8847468,6.009904,1.7330052,5.4520826,0.3727169,0.29318598,16.814132473296198,4.801636557962057,-0.001508803151319615,0.11273953918204761,0.03609675560585267,0.014272094,audio_1069.wav
-301.32693,95.84859,91.29783,64.92476,27.995111,32.56875,18.872341,27.9951,8.0030775,25.64283,8.323686,16.946154,-4.4471793,17.939688,-5.2491174,15.696392,-13.4140005,13.709098,8.584498,14.516232,-10.203233,12.487172,-1.3440822,11.42439,-3.3250122,10.595942,0.44831523,0.30456194,18.173416350149008,5.41583821389773,-0.011100978044680111,0.10182026844894139,0.17215866072617145,0.045694713,audio_1075.wav
-352.25314,86.93029,72.422874,53.094234,12.641962,44.429764,40.770576,35.10628,-23.468151,19.646639,33.521534,26.454954,1.0127889,21.618366,19.249006,19.998531,15.764971,17.031597,3.0039175,16.086485,-3.3341048,16.240221,-0.9189007,14.982467,8.212137,13.20227,0.35614058,0.31372276,22.330947178837683,9.249136229582708,-0.0019266519630134142,0.17923144557845563,0.1223654656433073,0.051035587,audio_1078.wav
-347.6512,121.21201,72.28844,86.695465,55.93052,51.62491,16.584381,36.69882,19.977114,25.718962,12.345052,18.56478,-11.304385,18.944544,-13.7527,16.174654,-20.850729,18.950003,-4.121437,14.287381,-0.47570947,13.260164,-5.6811686,8.969784,-2.112921,9.906721,0.3972251,0.32645237,20.05307602561698,6.106874889530488,0.008560089525776473,0.13238190339369788,0.20508566501930245,0.065615594,audio_1082.wav
-311.86475,108.64493,97.859604,50.810116,0.7800264,30.381405,14.183762,25.034124,12.938959,21.615517,-11.4538555,20.054817,-25.089954,26.373758,-8.840383,14.186964,-10.953887,12.411813,-8.755311,14.679817,-5.5255575,10.508664,-2.3810549,11.133113,-7.0026975,9.581896,0.3793953,0.31566277,19.434179599255522,5.173809716052289,0.011607755334720771,0.1153080095257274,0.13343641493055555,0.05112091,audio_1099.wav
-357.51093,154.89702,86.110825,52.054287,-26.779127,42.647156,39.649086,41.151653,-7.5857773,23.662798,-2.2830834,14.094906,-1.4608955,16.654907,-14.853949,15.562955,-2.5172443,11.183329,-9.409216,13.163893,-5.015155,8.849685,-4.4591246,8.694628,-7.6892886,10.865183,0.41835728,0.30929425,18.380695746628096,5.557897694600294,-0.01294690953000891,0.13718708343345318,0.1422744442225772,0.03673545,audio_110.wav
-312.60428,115.15576,99.268105,41.22186,-16.807077,45.07254,38.330326,41.24778,3.4328048,19.678902,-17.257668,18.21351,-1.5243412,19.18669,-8.093035,14.490808,-7.986204,14.837391,-9.226241,15.968104,-7.0724955,10.748861,1.2465441,10.110798,-9.108747,11.327374,0.35422722,0.3108847,20.391105703836224,5.570748326890521,-0.003882468546888671,0.1209060218304811,0.11292400908546325,0.042362574,audio_1100.wav
-530.28394,99.18474,90.66074,66.223434,13.803309,38.562954,12.113631,31.499165,-14.47179,21.042229,-31.163115,33.126175,-17.955488,21.120243,-7.79725,15.790921,-3.530922,15.526975,-1.4925005,12.739156,-6.0351734,12.377325,-8.626667,12.834795,-4.1048617,10.565108,0.3318483,0.34209624,21.091759656564744,7.891608217409632,-0.0024809430011727843,0.16703741832504293,0.08201913959432718,0.015802044,audio_1102.wav
-307.4383,73.668594,124.45705,28.23379,-16.23339,30.10597,26.81171,32.061462,1.9608412,20.863739,-6.889735,24.925615,0.8008231,16.359293,-2.2893486,14.624875,-6.4336963,15.148374,-5.068263,14.274057,2.889729,11.581431,1.57509,10.946229,-0.3040215,9.653752,0.42753464,0.3159704,17.75435077601829,5.162426590215387,0.003988988297749249,0.0705306544395712,0.1000066560170394,0.03784584,audio_1103.wav
-434.37112,95.518875,98.43645,45.149654,9.074765,25.94084,18.331253,22.409376,-4.644365,14.6892605,0.7897684,13.985105,1.3039476,15.327959,0.42081687,12.956899,2.6407118,11.06232,2.6173294,12.408584,-0.17684703,10.381041,-0.6758076,8.716381,-6.001279,9.293227,0.3959812,0.3074453,17.04172269026428,4.457535167878159,0.006206499830209142,0.10791859224710296,0.11963488626530884,0.016939871,audio_1104.wav
-267.92883,79.619705,78.941376,49.45075,7.41917,40.478916,25.476225,36.329224,-7.657261,22.434933,5.809638,18.518024,-15.36892,21.729511,-19.411978,18.168106,-10.675338,17.470856,-11.709557,13.2493725,-8.547569,11.215539,-5.4193716,12.8356905,0.10922181,13.396283,0.24541478,0.32027578,21.365421517085665,6.041966895739333,-0.005499432595130179,0.17056627325186485,0.11854288346978169,0.10000622,audio_1106.wav
-468.62198,139.22043,55.77344,66.77189,-6.8679566,25.078009,12.415868,22.193378,2.6571257,12.210195,-3.9014418,13.93517,-1.9497621,9.914186,-3.6276326,10.057033,-3.9945939,11.728299,0.6766661,7.9783244,-5.1727,9.209289,-3.1839674,7.292007,-2.695612,6.68848,0.47643545,0.32046568,16.75281055441489,5.068610692621456,0.005242197340190374,0.10029006037322406,0.13268171966520234,0.021167826,audio_1110.wav
-322.81915,133.82219,68.587364,51.066692,-5.4820285,40.606647,37.098255,38.86744,-13.579446,23.262636,-3.3302162,19.767801,-0.92449963,16.730879,-19.005857,18.966785,-2.0308068,12.048535,-9.370468,14.711799,-7.481435,9.97073,2.8282359,9.649791,-8.316576,11.946141,0.35583103,0.320983,20.33969270423577,6.597704777802412,0.006118615443572573,0.12883205360635774,0.14841589693829957,0.047719527,audio_1111.wav
-440.08038,138.05664,26.353851,43.37616,3.5029678,19.093218,4.9459777,16.278992,-12.785887,22.95455,-2.481164,11.830291,-10.892689,18.320005,0.9564699,7.792637,-5.8872995,11.393724,0.06596359,6.8227634,-6.661066,11.471004,-3.5445943,7.698587,-4.801791,9.170291,0.30848575,0.33818296,17.86195793689591,5.774636507052768,-0.005300756716705205,0.11702625538597329,0.08052546023322851,0.03225225,audio_1112.wav
-303.60303,81.98321,88.37271,50.633102,-10.853104,32.491272,6.90665,24.239239,-13.475483,18.635727,-3.2643118,15.995795,-11.329842,16.532747,-15.919691,17.387316,-3.6328862,15.045108,-9.968965,11.509201,-7.0500975,10.217189,-6.686641,10.14995,-0.37690395,9.277167,0.3433616,0.33522284,18.99698535316358,5.791303536149366,0.0003260615686524301,0.15460049759108113,0.1576391517084775,0.056267265,audio_1114.wav
-297.49673,74.124596,127.9845,60.290535,31.972328,36.206116,33.331127,28.995329,9.835015,21.956879,11.544949,16.131182,3.8827558,14.309678,-0.89155674,13.705529,4.267789,12.25602,2.8401055,10.824461,-7.4610133,10.407822,0.8642931,9.827019,-0.07845585,9.466866,0.4563304,0.3115543,17.949969679093197,5.404260715097192,0.0024735437611076187,0.07218132865725435,0.08788828499400958,0.07742291,audio_1117.wav
-288.60846,111.39427,104.932274,54.04631,-12.821526,39.123,31.26451,36.155834,-15.24116,24.263931,-9.404801,20.099758,-5.3412447,18.238054,-17.787748,17.303959,-11.733936,15.309018,-11.501151,14.5857115,-7.9316278,12.289782,-9.512808,12.8018055,-5.120796,12.167779,0.30299887,0.3140105,21.095481719141645,5.976128314944491,-0.006976074792524294,0.1476014888509639,0.1148529540235623,0.062352646,audio_1118.wav
-286.69843,52.88274,103.63274,26.802671,-20.38495,21.312757,23.23824,22.835125,-6.375366,12.220746,11.705006,13.203333,-3.6946042,10.979012,5.13374,12.904935,-1.7164334,10.500241,-5.16316,11.998041,-6.3437033,8.125777,-3.117972,8.133652,-2.3337383,8.376024,0.44206005,0.3036623,17.51284501658001,4.426379038421346,0.010601697074596697,0.09727501546616327,0.12654830396365815,0.022858953,audio_1120.wav
-313.6006,107.79936,120.13998,57.46687,-13.51566,36.09587,28.18508,28.635386,9.435891,16.803493,-7.8987136,20.337261,-10.957167,13.744523,-10.199886,17.45712,-10.044841,17.438967,-4.4806447,10.403407,-4.6722646,10.551409,-5.8270917,10.788706,-0.5398477,9.038352,0.3168347,0.33351263,19.09010468734878,5.463641219609475,0.03458635560316194,0.17578422293089863,0.0847924570686901,0.06441507,audio_1125.wav
-386.85742,158.83746,70.85134,52.715267,1.4040598,37.269367,23.913597,30.355743,7.152898,16.352919,0.030673675,20.230413,11.04081,21.758778,-18.993597,23.755281,-8.329845,12.446818,-0.76244116,12.091628,-13.411073,13.066615,-5.4842896,9.351165,-3.9057758,10.075948,0.4183712,0.3059546,18.237925578802507,5.617673382722744,0.00657401778244843,0.13521420724629887,0.16572156424720447,0.032529544,audio_1126.wav
-375.75778,113.05198,58.528015,54.28265,0.90091336,35.67304,5.8262,27.25392,-6.022586,19.500483,-10.255767,20.708122,-8.46119,16.025824,-6.597076,14.598623,-10.105141,13.656762,-5.1707525,8.834486,-6.1544695,9.447111,-6.8335404,9.900084,-3.9161649,7.8355165,0.3926621,0.328919,18.06060185093679,5.746554883797198,0.0024973569670425854,0.1459984494465595,0.1355133869142705,0.03785975,audio_1128.wav
-295.71405,119.69989,69.75251,42.917137,-9.6126175,36.70383,8.523715,26.8047,-19.55827,27.856215,-14.89738,19.339466,-15.029301,16.757973,-1.6270839,13.478896,-7.673049,13.20473,-2.0893226,11.784401,-14.044674,10.95486,-10.438319,10.610724,-6.434011,10.575355,0.2729265,0.31685415,20.72339373739739,5.962232170285068,-0.015991742064446687,0.14780811391254595,0.12572722186168797,0.070033275,audio_1129.wav
-316.46863,100.06931,114.65707,69.66191,16.115175,49.580803,28.216898,32.80687,1.5325868,21.831415,-23.232054,22.974737,-7.576902,16.131977,-3.2779212,17.643887,-12.670954,14.339354,-3.63427,11.767148,-7.7837906,10.610198,-3.506069,10.762954,-0.86753905,10.191657,0.32326764,0.32908797,19.287921916104057,5.641892953122603,-0.010054954553594406,0.1572838965034171,0.12187323199547391,0.073589556,audio_1131.wav
-297.95688,49.604237,109.0518,34.19242,-9.278285,19.412125,22.000189,17.017832,-2.7900505,12.698286,6.2798314,10.669897,-4.418639,10.383642,-2.6620724,10.935326,1.1386887,12.137828,-5.030264,9.606639,-9.099156,7.9340825,6.2093368,9.533924,-4.890881,7.7988076,0.47960433,0.28968355,17.215824713157453,4.7692142724257005,0.040093567130630225,0.11714054254533031,0.12159893129326411,0.025334667,audio_1134.wav
-342.0464,132.6742,92.90319,65.22031,-19.914082,34.55988,26.634293,31.650854,-11.849631,19.500248,-5.059335,15.169539,-2.0064251,13.632113,-20.328444,16.889824,-3.222305,13.336356,-4.6801777,10.684207,-12.845385,10.467026,-6.593542,9.454124,-6.7689066,8.771969,0.38049808,0.32105416,19.83100520801671,6.262018417998174,0.0009251234024916879,0.15584374845223462,0.1407714586353453,0.039837908,audio_1135.wav
-316.8661,113.92186,78.992035,63.070557,6.160152,40.59419,12.442325,35.391525,-21.598015,27.433887,-9.281648,17.342237,-15.039959,17.340214,-15.75213,15.243264,-18.984901,15.642224,-14.542855,11.634978,-11.510383,10.721996,-12.376686,12.734567,-6.903068,10.4562845,0.32155764,0.3333254,20.42409109237729,6.875759259510073,0.0005112015551494234,0.16822155857123736,0.11436181276624068,0.06744454,audio_1136.wav
-396.3729,72.758675,110.9161,52.91757,37.59592,39.185352,19.486166,21.71732,0.86993605,18.223133,10.34036,18.096348,-0.52274215,15.781146,4.598774,12.983458,10.4620495,13.926192,8.123691,15.939517,6.76633,11.587638,5.481008,9.782458,7.818629,8.963485,0.3644952,0.30847424,20.882057216683275,7.444315150402849,0.02447216325118665,0.12746936981439666,0.06527391945344399,0.050689496,audio_1147.wav
-310.49313,97.22961,83.661674,70.328255,29.514536,41.360535,17.016787,30.704645,16.704088,24.072504,3.5069478,18.166487,-6.135125,22.810898,-4.931622,17.93349,-0.76100904,16.989681,-4.7342153,17.947716,-23.712914,14.484545,-15.969441,12.867681,3.2807996,12.339906,0.34453747,0.31618392,20.298508732947464,5.8833961767215195,0.0007726104141204235,0.14091213127413094,0.14662477535942492,0.057433758,audio_1148.wav
-470.86548,77.91309,102.51918,32.065052,9.697732,23.534298,14.157781,22.295776,7.606515,10.98067,2.9234586,12.089936,5.832075,10.738164,-1.8686187,14.18149,-4.447448,12.921291,-5.806031,13.283019,-4.9988875,11.364011,-2.289818,9.616555,-5.2511477,11.746271,0.45431337,0.2988124,17.492499408338812,4.574954512806101,-0.04457650944166387,0.085945774964475,0.07256254576011714,0.010368208,audio_1150.wav
-408.691,132.27306,78.97989,69.93507,12.12488,43.93353,26.480743,42.865467,-10.362696,26.123419,-13.912133,24.846348,-12.398832,18.64433,-13.288907,20.163845,-6.2082405,16.64507,-5.235268,14.120345,-2.6998115,10.662557,-4.4425244,10.403385,-5.0369124,9.545202,0.39976934,0.327062,19.350402415412578,5.653598419795178,0.005237451079507806,0.12529182738211248,0.18587043486445784,0.028541502,audio_1153.wav
-287.7854,119.118614,71.97612,78.20761,7.9405055,41.285934,28.501284,38.1009,-7.9626684,24.123112,-0.15366712,26.01679,-16.112732,20.734642,9.562572,15.360469,-10.552444,15.9071045,7.4018536,14.246209,-8.749072,12.2999525,4.1156726,13.764951,-10.9310465,11.269301,0.39172062,0.32546088,20.844653720705384,7.917591579927996,-0.01793284538414465,0.15459814696980284,0.19679206779747352,0.06234641,audio_116.wav
-435.1245,65.97191,97.865204,49.267097,54.818764,35.466484,45.252502,24.85394,12.300641,18.022327,19.674086,15.907336,6.5122595,16.821066,10.815562,16.069803,11.137089,14.173121,0.251396,15.749932,4.818318,13.596054,9.330715,10.7343,8.289484,9.953914,0.43252337,0.2998898,20.21628901000671,7.066925121880091,-0.018863970890370653,0.14451679430253164,0.06219851090604027,0.045104586,audio_1160.wav
-458.1757,58.78161,74.84991,37.862564,25.728539,28.732466,30.702988,23.710936,-8.539279,21.118998,23.23345,15.653105,3.1501021,12.542916,7.8985205,11.005968,6.85027,13.062254,-3.1660848,11.089328,3.0188475,9.910586,2.0081077,9.117338,5.438888,8.44953,0.31294268,0.2763311,18.83042229114407,3.934051005423155,-0.0618976755773481,0.17156484480729278,0.10807395666932908,0.0048465426,audio_1162.wav
-313.6896,131.36714,57.660107,66.92461,0.31047484,41.628056,22.596674,32.40404,-19.78354,24.324936,-27.3364,24.780262,-20.52618,19.85346,-1.9682233,18.828623,-5.958181,15.7590885,-10.590167,12.118634,-4.5728354,11.263486,-5.1533604,11.545193,-4.444999,10.60037,0.34538597,0.3195491,20.088733553298365,6.168848563335808,-0.013971378131442816,0.13596226991296,0.17806475817282494,0.04266859,audio_1163.wav
-350.36792,87.622116,70.264755,42.994316,15.043258,33.929554,34.355446,31.799217,-19.048117,17.896725,33.149708,29.343071,1.1507117,20.9757,8.105436,20.112324,4.999177,17.281984,-1.4767483,16.588284,3.7114353,12.763679,2.7991686,12.284082,4.3691363,11.777257,0.36363703,0.31725088,20.91992343393817,8.765600959943331,0.010501671292342515,0.1519752689344823,0.12270647370961299,0.04624009,audio_1164.wav
-362.8387,126.67471,97.01177,64.930824,8.467564,34.231968,23.326187,34.21697,6.391382,22.979906,10.053215,15.798288,-10.94794,20.032812,-4.866887,15.759511,-1.7352988,11.923784,-8.433042,12.777428,-2.1858115,9.995905,-5.459888,10.598645,-2.927828,9.530836,0.32101116,0.30525377,19.033401411054946,5.247604014383686,-0.027614205917405803,0.14591107669608516,0.1317134771865016,0.03515043,audio_117.wav
-436.445,56.53752,88.4467,41.97174,16.212914,24.338232,19.515629,26.005194,0.8675975,18.396603,2.5367413,15.693995,-0.8033471,13.579822,-5.3668556,12.380859,-6.3099318,11.59963,-11.056037,9.838053,-10.507062,9.3514595,0.14766955,8.555363,-3.5000916,7.961394,0.23845033,0.3129583,18.788841521574014,4.730590453306027,-0.027307210593845554,0.21565024459062498,0.08254371131190096,0.009114896,audio_1171.wav
-307.6063,131.31859,64.59214,66.9117,-3.5382323,40.99143,24.820034,36.67964,-13.352739,27.55909,-17.551016,23.427877,-27.889893,20.637188,-11.899969,16.162962,-9.756483,13.76857,-6.747978,11.969212,-7.905693,10.66245,-2.917374,10.99579,-5.154326,9.31837,0.3649481,0.32124755,19.06657433697652,5.918231448582281,-0.002318355253655051,0.1444967881080353,0.17960356066561844,0.052500296,audio_1172.wav
-328.38937,60.90885,137.1958,37.426247,32.57325,21.249306,2.3946154,24.43608,-5.146298,16.26936,-4.2049932,17.038874,-7.9240828,14.513557,8.472199,11.870102,0.23087588,11.628887,-2.2294235,9.484715,-7.218957,9.13628,-5.869905,11.350592,-0.8402867,8.405555,0.29640907,0.3224987,20.761735676809415,5.509722269923233,-0.013775030705184457,0.14284690732745484,0.07105740190694888,0.061274353,audio_1175.wav
-367.0494,117.58351,82.8492,54.122936,18.838566,27.022058,20.795635,29.228518,-6.62174,20.871239,-4.4566975,17.512653,-9.381446,14.695829,-9.126502,10.165465,-7.584095,10.386616,-3.7241747,9.196258,-7.3500986,8.85334,-4.7361193,9.641845,0.6221975,8.268187,0.33127478,0.31129566,19.327328159848616,5.789042060353619,-0.010721616515051009,0.15505124123939262,0.08868676911360063,0.045413505,audio_1177.wav
-382.2116,128.23619,43.704807,48.85074,9.554148,27.59929,-2.8966417,24.958189,-2.2240195,18.232147,-3.4068444,15.694699,-2.8804522,11.72336,-2.6358562,10.880387,-2.506359,9.960909,-2.451097,8.716109,-7.202903,9.6876335,-0.6812861,6.762545,-2.5676942,7.6558213,0.4148329,0.30814552,18.458065499201457,5.376496795155656,0.0012007939023801527,0.10591753408427476,0.183134848825213,0.025772346,audio_118.wav
-325.2358,110.98789,61.574947,50.75585,30.721603,30.486656,30.65988,27.34531,11.496401,21.16213,6.596523,22.560303,9.077797,16.877205,11.186256,16.102047,-8.249255,16.387373,-15.339231,16.470139,-7.4196234,10.518251,-0.4204917,12.662801,5.0785775,10.530783,0.32152712,0.32295573,18.844447486967123,4.931604423305781,-0.01704320020325299,0.14328962170123846,0.12928897097976572,0.04045177,audio_1182.wav
-403.592,88.5546,92.71334,53.1704,16.13824,28.586481,8.686436,27.368317,-13.89297,21.49936,-1.0299128,14.739495,3.5360289,11.502963,-4.198551,12.86301,-2.7189837,12.197622,-9.66494,13.521237,-14.041927,13.495163,-6.0920677,11.299418,-7.597001,9.156161,0.37171116,0.34127197,18.438650243192754,5.781744434308539,-0.002488787627878309,0.15674836964168576,0.14244682466387115,0.036166735,audio_1184.wav
